Flight_Date,Route_ID,Aircraft_Type,Fare_Class_ID,Segment_ID,Seats_Capacity,Seats_Sold,Departure_Delay_Minutes,Cancelled_Flag
2022-01-03,DXB-SIN,A380,1,4,38,31,16,0
2022-01-03,DXB-SIN,A380,2,1,18,12,16,0
2022-01-03,DXB-SIN,A380,2,2,19,14,16,0
2022-01-03,DXB-SIN,A380,2,3,14,10,16,0
2022-01-03,DXB-SIN,A380,2,4,5,4,16,0
2022-01-03,DXB-SIN,A380,3,1,21,14,16,0
2022-01-03,DXB-SIN,A380,3,2,5,4,16,0
2022-01-03,DXB-SIN,A380,3,3,22,16,16,0
2022-01-03,DXB-SIN,A380,3,4,8,6,16,0
2022-01-03,DXB-SIN,A380,4,1,4,3,16,0
2022-01-03,DXB-SIN,A380,4,2,0,0,16,0
2022-01-03,DXB-SIN,A380,4,3,3,1,16,0
2022-01-03,DXB-SIN,A380,4,4,1,0,16,0
2022-01-03,DXB-SYD,B777,1,1,52,43,18,0
2022-01-03,DXB-SYD,B777,1,2,143,113,18,0
2022-01-03,DXB-SYD,B777,1,3,39,30,18,0
2022-01-03,DXB-SYD,B777,1,4,26,20,18,0
2022-01-03,DXB-SYD,B777,2,1,10,6,18,0
2022-01-03,DXB-SYD,B777,2,2,9,7,18,0
2022-01-03,DXB-SYD,B777,2,3,7,5,18,0
2022-01-03,DXB-SYD,B777,2,4,2,2,18,0
2022-01-03,DXB-SYD,B777,3,1,21,14,18,0
2022-01-03,DXB-SYD,B777,3,2,5,4,18,0
2022-01-03,DXB-SYD,B777,3,3,22,16,18,0
2022-01-03,DXB-SYD,B777,3,4,8,6,18,0
2022-01-03,DXB-SYD,B777,4,1,4,2,18,0
2022-01-03,DXB-SYD,B777,4,2,0,0,18,0
2022-01-03,DXB-SYD,B777,4,3,2,0,18,0
2022-01-03,DXB-SYD,B777,4,4,0,0,18,0
2022-01-03,DXB-BOM,A380,1,1,76,64,12,0
2022-01-03,DXB-BOM,A380,1,2,209,172,12,0
2022-01-03,DXB-BOM,A380,1,3,57,47,12,0
2022-01-03,DXB-BOM,A380,1,4,38,31,12,0
2022-01-03,DXB-BOM,A380,2,1,18,14,12,0
2022-01-03,DXB-BOM,A380,2,2,19,15,12,0
2022-01-03,DXB-BOM,A380,2,3,14,11,12,0
2022-01-03,DXB-BOM,A380,2,4,5,4,12,0
2022-01-03,DXB-BOM,A380,3,1,21,13,12,0
2022-01-03,DXB-BOM,A380,3,2,5,3,12,0
2022-01-03,DXB-BOM,A380,3,3,22,14,12,0
2022-01-03,DXB-BOM,A380,3,4,8,5,12,0
2022-01-03,DXB-BOM,A380,4,1,4,3,12,0
2022-01-03,DXB-BOM,A380,4,2,0,0,12,0
2022-01-03,DXB-BOM,A380,4,3,3,1,12,0
2022-01-03,DXB-BOM,A380,4,4,1,0,12,0
2022-01-04,DXB-LHR,A350,1,1,44,36,11,0
2022-01-04,DXB-LHR,A350,1,2,121,95,11,0
2022-01-04,DXB-LHR,A350,1,3,33,26,11,0
2022-01-04,DXB-LHR,A350,1,4,22,17,11,0
2022-01-04,DXB-LHR,A350,2,1,8,7,11,0
2022-01-04,DXB-LHR,A350,2,2,8,5,11,0
2022-01-04,DXB-LHR,A350,2,3,6,4,11,0
2022-01-04,DXB-LHR,A350,2,4,2,1,11,0
2022-01-04,DXB-LHR,A350,3,1,18,12,11,0
2022-01-04,DXB-LHR,A350,3,2,4,3,11,0
2022-01-04,DXB-LHR,A350,3,3,19,12,11,0
2022-01-04,DXB-LHR,A350,3,4,7,4,11,0
2022-01-04,DXB-LHR,A350,4,1,4,2,11,0
2022-01-04,DXB-LHR,A350,4,2,0,0,11,0
2022-01-04,DXB-LHR,A350,4,3,3,1,11,0
2022-01-04,DXB-LHR,A350,4,4,1,0,11,0
2022-01-04,DXB-JFK,B777,1,1,52,44,4,0
2022-01-04,DXB-JFK,B777,1,2,143,116,4,0
2022-01-04,DXB-JFK,B777,1,3,39,31,4,0
2022-01-04,DXB-JFK,B777,1,4,26,21,4,0
2022-01-04,DXB-JFK,B777,2,1,10,6,4,0
2022-01-04,DXB-JFK,B777,2,2,9,7,4,0
2022-01-04,DXB-JFK,B777,2,3,7,5,4,0
2022-01-04,DXB-JFK,B777,2,4,2,2,4,0
2022-01-04,DXB-JFK,B777,3,1,21,15,4,0
2022-01-04,DXB-JFK,B777,3,2,5,3,4,0
2022-01-04,DXB-JFK,B777,3,3,22,15,4,0
2022-01-04,DXB-JFK,B777,3,4,8,5,4,0
2022-01-04,DXB-JFK,B777,4,1,4,2,4,0
2022-01-04,DXB-JFK,B777,4,2,0,0,4,0
2022-01-04,DXB-JFK,B777,4,3,2,1,4,0
2022-01-04,DXB-JFK,B777,4,4,0,0,4,0
2022-01-04,DXB-SIN,B777,1,1,52,44,16,0
2022-01-04,DXB-SIN,B777,1,2,143,114,16,0
2022-01-04,DXB-SIN,B777,1,3,39,31,16,0
2022-01-04,DXB-SIN,B777,1,4,26,20,16,0
2022-01-04,DXB-SIN,B777,2,1,10,8,16,0
2022-01-04,DXB-SIN,B777,2,2,9,7,16,0
2022-01-04,DXB-SIN,B777,2,3,7,5,16,0
2022-01-04,DXB-SIN,B777,2,4,2,2,16,0
2022-01-04,DXB-SIN,B777,3,1,21,15,16,0
2022-01-04,DXB-SIN,B777,3,2,5,3,16,0
2022-01-04,DXB-SIN,B777,3,3,22,14,16,0
2022-01-04,DXB-SIN,B777,3,4,8,5,16,0
2022-01-04,DXB-SIN,B777,4,1,4,2,16,0
2022-01-04,DXB-SIN,B777,4,2,0,0,16,0
2022-01-04,DXB-SIN,B777,4,3,2,1,16,0
2022-01-04,DXB-SIN,B777,4,4,0,0,16,0
2022-01-04,DXB-SYD,A380,1,1,76,64,13,0
2022-01-04,DXB-SYD,A380,1,2,209,171,13,0
2022-01-04,DXB-SYD,A380,1,3,57,46,13,0
2022-01-04,DXB-SYD,A380,1,4,38,31,13,0
2022-01-04,DXB-SYD,A380,2,1,18,14,13,0
2022-01-04,DXB-SYD,A380,2,2,19,14,13,0
2022-01-04,DXB-SYD,A380,2,3,14,10,13,0
2022-01-04,DXB-SYD,A380,2,4,5,4,13,0
2022-01-04,DXB-SYD,A380,3,1,21,14,13,0
2022-01-04,DXB-SYD,A380,3,2,5,3,13,0
2022-01-04,DXB-SYD,A380,3,3,22,14,13,0
2022-01-04,DXB-SYD,A380,3,4,8,5,13,0
2022-01-04,DXB-SYD,A380,4,1,4,2,13,0
2022-01-04,DXB-SYD,A380,4,2,0,0,13,0
2022-01-04,DXB-SYD,A380,4,3,3,1,13,0
2022-01-04,DXB-SYD,A380,4,4,1,0,13,0
2022-01-04,DXB-BOM,A350,1,1,44,36,13,0
2022-01-04,DXB-BOM,A350,1,2,121,95,13,0
2022-01-04,DXB-BOM,A350,1,3,33,26,13,0
2022-01-04,DXB-BOM,A350,1,4,22,17,13,0
2022-01-04,DXB-BOM,A350,2,1,8,7,13,0
2022-01-04,DXB-BOM,A350,2,2,8,6,13,0
2022-01-04,DXB-BOM,A350,2,3,6,4,13,0
2022-01-04,DXB-BOM,A350,2,4,2,1,13,0
2022-01-04,DXB-BOM,A350,3,1,18,13,13,0
2022-01-04,DXB-BOM,A350,3,2,4,3,13,0
2022-01-04,DXB-BOM,A350,3,3,19,12,13,0
2022-01-04,DXB-BOM,A350,3,4,7,4,13,0
2022-01-04,DXB-BOM,A350,4,1,4,2,13,0
2022-01-04,DXB-BOM,A350,4,2,0,0,13,0
2022-01-04,DXB-BOM,A350,4,3,3,1,13,0
2022-01-04,DXB-BOM,A350,4,4,1,0,13,0
2022-01-05,DXB-LHR,B777,1,1,52,41,2,0
2022-01-05,DXB-LHR,B777,1,2,143,110,2,0
2022-01-05,DXB-LHR,B777,1,3,39,30,2,0
2022-01-05,DXB-LHR,B777,1,4,26,20,2,0
2022-01-05,DXB-LHR,B777,2,1,10,7,2,0
2022-01-05,DXB-LHR,B777,2,2,9,7,2,0
2022-01-05,DXB-LHR,B777,2,3,7,5,2,0
2022-01-05,DXB-LHR,B777,2,4,2,2,2,0
2022-01-05,DXB-LHR,B777,3,1,21,15,2,0
2022-01-05,DXB-LHR,B777,3,2,5,3,2,0
2022-01-05,DXB-LHR,B777,3,3,22,15,2,0
2022-01-05,DXB-LHR,B777,3,4,8,5,2,0
2022-01-05,DXB-LHR,B777,4,1,4,2,2,0
2022-01-05,DXB-LHR,B777,4,2,0,0,2,0
2022-01-05,DXB-LHR,B777,4,3,2,0,2,0
2022-01-05,DXB-LHR,B777,4,4,0,0,2,0
2022-01-05,DXB-JFK,A380,1,1,76,65,11,0
2022-01-05,DXB-JFK,A380,1,2,209,173,11,0
2022-01-05,DXB-JFK,A380,1,3,57,47,11,0
2022-01-05,DXB-JFK,A380,1,4,38,31,11,0
2022-01-05,DXB-JFK,A380,2,1,18,14,11,0
2022-01-05,DXB-JFK,A380,2,2,19,15,11,0
2022-01-05,DXB-JFK,A380,2,3,14,11,11,0
2022-01-05,DXB-JFK,A380,2,4,5,4,11,0
2022-01-05,DXB-JFK,A380,3,1,21,16,11,0
2022-01-05,DXB-JFK,A380,3,2,5,3,11,0
2022-01-05,DXB-JFK,A380,3,3,22,15,11,0
2022-01-05,DXB-JFK,A380,3,4,8,5,11,0
2022-01-05,DXB-JFK,A380,4,1,4,3,11,0
2022-01-05,DXB-JFK,A380,4,2,0,0,11,0
2022-01-05,DXB-JFK,A380,4,3,3,1,11,0
2022-01-05,DXB-JFK,A380,4,4,1,0,11,0
2022-01-05,DXB-SIN,B777,1,1,52,43,15,0
2022-01-05,DXB-SIN,B777,1,2,143,113,15,0
2022-01-05,DXB-SIN,B777,1,3,39,30,15,0
2022-01-05,DXB-SIN,B777,1,4,26,20,15,0
2022-01-05,DXB-SIN,B777,2,1,10,8,15,0
2022-01-05,DXB-SIN,B777,2,2,9,7,15,0
2022-01-05,DXB-SIN,B777,2,3,7,5,15,0
2022-01-05,DXB-SIN,B777,2,4,2,2,15,0
2022-01-05,DXB-SIN,B777,3,1,21,15,15,0
2022-01-05,DXB-SIN,B777,3,2,5,3,15,0
2022-01-05,DXB-SIN,B777,3,3,22,14,15,0
2022-01-05,DXB-SIN,B777,3,4,8,5,15,0
2022-01-05,DXB-SIN,B777,4,1,4,2,15,0
2022-01-05,DXB-SIN,B777,4,2,0,0,15,0
2022-01-05,DXB-SIN,B777,4,3,2,1,15,0
2022-01-05,DXB-SIN,B777,4,4,0,0,15,0
2022-01-05,DXB-SYD,B777,1,1,52,45,6,0
2022-01-05,DXB-SYD,B777,1,2,143,121,6,0
2022-01-05,DXB-SYD,B777,1,3,39,33,6,0
2022-01-05,DXB-SYD,B777,1,4,26,22,6,0
2022-01-05,DXB-SYD,B777,2,1,10,8,6,0
2022-01-05,DXB-SYD,B777,2,2,9,7,6,0
2022-01-05,DXB-SYD,B777,2,3,7,5,6,0
2022-01-05,DXB-SYD,B777,2,4,2,2,6,0
2022-01-05,DXB-SYD,B777,3,1,21,13,6,0
2022-01-05,DXB-SYD,B777,3,2,5,3,6,0
2022-01-05,DXB-SYD,B777,3,3,22,14,6,0
2022-01-05,DXB-SYD,B777,3,4,8,5,6,0
2022-01-05,DXB-SYD,B777,4,1,4,2,6,0
2022-01-05,DXB-SYD,B777,4,2,0,0,6,0
2022-01-05,DXB-SYD,B777,4,3,2,1,6,0
2022-01-05,DXB-SYD,B777,4,4,0,0,6,0
2022-01-05,DXB-BOM,A380,1,1,76,66,9,0
2022-01-05,DXB-BOM,A380,1,2,209,175,9,0
2022-01-05,DXB-BOM,A380,1,3,57,47,9,0
2022-01-05,DXB-BOM,A380,1,4,38,31,9,0
2022-01-05,DXB-BOM,A380,2,1,18,14,9,0
2022-01-05,DXB-BOM,A380,2,2,19,15,9,0
2022-01-05,DXB-BOM,A380,2,3,14,11,9,0
2022-01-05,DXB-BOM,A380,2,4,5,4,9,0
2022-01-05,DXB-BOM,A380,3,1,21,15,9,0
2022-01-05,DXB-BOM,A380,3,2,5,3,9,0
2022-01-05,DXB-BOM,A380,3,3,22,14,9,0
2022-01-05,DXB-BOM,A380,3,4,8,5,9,0
2022-01-05,DXB-BOM,A380,4,1,4,2,9,0
2022-01-05,DXB-BOM,A380,4,2,0,0,9,0
2022-01-05,DXB-BOM,A380,4,3,3,1,9,0
2022-01-05,DXB-BOM,A380,4,4,1,0,9,0
2022-01-06,DXB-LHR,A380,1,1,76,63,16,0
2022-01-06,DXB-LHR,A380,1,2,209,168,16,0
2022-01-06,DXB-LHR,A380,1,3,57,46,16,0
2022-01-06,DXB-LHR,A380,1,4,38,30,16,0
2022-01-06,DXB-LHR,A380,2,1,18,15,16,0
2022-01-06,DXB-LHR,A380,2,2,19,15,16,0
2022-01-06,DXB-LHR,A380,2,3,14,11,16,0
2022-01-06,DXB-LHR,A380,2,4,5,4,16,0
2022-01-06,DXB-LHR,A380,3,1,21,13,16,0
2022-01-06,DXB-LHR,A380,3,2,5,3,16,0
2022-01-06,DXB-LHR,A380,3,3,22,14,16,0
2022-01-06,DXB-LHR,A380,3,4,8,5,16,0
2022-01-06,DXB-LHR,A380,4,1,4,2,16,0
2022-01-06,DXB-LHR,A380,4,2,0,0,16,0
2022-01-06,DXB-LHR,A380,4,3,3,1,16,0
2022-01-06,DXB-LHR,A380,4,4,1,0,16,0
2022-01-06,DXB-JFK,A380,1,1,76,61,13,0
2022-01-06,DXB-JFK,A380,1,2,209,165,13,0
2022-01-06,DXB-JFK,A380,1,3,57,45,13,0
2022-01-06,DXB-JFK,A380,1,4,38,30,13,0
2022-01-06,DXB-JFK,A380,2,1,18,13,13,0
2022-01-06,DXB-JFK,A380,2,2,19,14,13,0
2022-01-06,DXB-JFK,A380,2,3,14,10,13,0
2022-01-06,DXB-JFK,A380,2,4,5,4,13,0
2022-01-06,DXB-JFK,A380,3,1,21,16,13,0
2022-01-06,DXB-JFK,A380,3,2,5,4,13,0
2022-01-06,DXB-JFK,A380,3,3,22,16,13,0
2022-01-06,DXB-JFK,A380,3,4,8,6,13,0
2022-01-06,DXB-JFK,A380,4,1,4,3,13,0
2022-01-06,DXB-JFK,A380,4,2,0,0,13,0
2022-01-06,DXB-JFK,A380,4,3,3,1,13,0
2022-01-06,DXB-JFK,A380,4,4,1,0,13,0
2022-01-06,DXB-SIN,A380,1,1,76,61,4,0
2022-01-06,DXB-SIN,A380,1,2,209,162,4,0
2022-01-06,DXB-SIN,A380,1,3,57,44,4,0
2022-01-06,DXB-SIN,A380,1,4,38,29,4,0
2022-01-06,DXB-SIN,A380,2,1,18,15,4,0
2022-01-06,DXB-SIN,A380,2,2,19,15,4,0
2022-01-06,DXB-SIN,A380,2,3,14,11,4,0
2022-01-06,DXB-SIN,A380,2,4,5,4,4,0
2022-01-06,DXB-SIN,A380,3,1,21,16,4,0
2022-01-06,DXB-SIN,A380,3,2,5,4,4,0
2022-01-06,DXB-SIN,A380,3,3,22,16,4,0
2022-01-06,DXB-SIN,A380,3,4,8,6,4,0
2022-01-06,DXB-SIN,A380,4,1,4,3,4,0
2022-01-06,DXB-SIN,A380,4,2,0,0,4,0
2022-01-06,DXB-SIN,A380,4,3,3,1,4,0
2022-01-06,DXB-SIN,A380,4,4,1,0,4,0
2022-01-06,DXB-SYD,A380,1,1,76,67,16,0
2022-01-06,DXB-SYD,A380,1,2,209,178,16,0
2022-01-06,DXB-SYD,A380,1,3,57,48,16,0
2022-01-06,DXB-SYD,A380,1,4,38,32,16,0
2022-01-06,DXB-SYD,A380,2,1,18,14,16,0
2022-01-06,DXB-SYD,A380,2,2,19,14,16,0
2022-01-06,DXB-SYD,A380,2,3,14,10,16,0
2022-01-06,DXB-SYD,A380,2,4,5,4,16,0
2022-01-06,DXB-SYD,A380,3,1,21,16,16,0
2022-01-06,DXB-SYD,A380,3,2,5,4,16,0
2022-01-06,DXB-SYD,A380,3,3,22,16,16,0
2022-01-06,DXB-SYD,A380,3,4,8,6,16,0
2022-01-06,DXB-SYD,A380,4,1,4,3,16,0
